"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","CREDITOS","MAT_MEDIA_FINAL"
"b050b32472d3681f701bbc20fdd78872",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,7.5
"b050b32472d3681f701bbc20fdd78872",2014,2,1411177,"Engenharia de Software I",4,8.6
"b050b32472d3681f701bbc20fdd78872",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,9.5
"b050b32472d3681f701bbc20fdd78872",2014,2,1411183,"Laboratório de Engenharia de Software",2,8.4
"b050b32472d3681f701bbc20fdd78872",2014,2,1411187,"Análise e Técnica de Algoritmos",4,8.7
"b050b32472d3681f701bbc20fdd78872",2014,2,1411190,"Redes de Computadores",4,8.9
"b050b32472d3681f701bbc20fdd78872",2014,2,1411195,"Sistemas de Informação II",4,7.1
"b050b32472d3681f701bbc20fdd78872",2014,2,1411193,"Banco de Dados I",4,6.9
"b050b32472d3681f701bbc20fdd78872",2014,2,1305218,"Métodologia Científica",4,7.9
"b050b32472d3681f701bbc20fdd78872",2014,2,1305220,"Informática e Sociedade",2,8.8
"b050b32472d3681f701bbc20fdd78872",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7.5
"b050b32472d3681f701bbc20fdd78872",2014,2,1411189,"Compiladores",4,7.5
"b050b32472d3681f701bbc20fdd78872",2014,2,1411191,"Interconexão de Redes de Computadores",4,7.5
"b050b32472d3681f701bbc20fdd78872",2014,2,1411192,"Sistemas Operacionais",4,8.3
"b050b32472d3681f701bbc20fdd78872",2014,2,1411196,"Inteligência Artificial I",4,8
"b050b32472d3681f701bbc20fdd78872",2014,2,1411185,"Projeto em Computação I",4,9.2
"b050b32472d3681f701bbc20fdd78872",2014,2,1411194,"Banco de Dados II",4,7.2
"b050b32472d3681f701bbc20fdd78872",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.8
"b050b32472d3681f701bbc20fdd78872",2014,2,1411186,"Projeto em Computação II",6,10
"b050b32472d3681f701bbc20fdd78872",2014,2,1411188,"Métodos e Software Numéricos",4,6.4
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1109103,"Cálculo Diferencial e Integral I",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411167,"Programação I",4,5.4
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411174,"Introdução à Computação",4,7.9
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411180,"Laboratório de Programação I",4,6.4
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1307151,"Leitura e Produção de Textos",4,5.2
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1108089,"Fundamentos de Física Clássica",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1109053,"Cálculo Diferencial e Integral II",4,5
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1109113,"Matemática Discreta",4,5.1
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411168,"Programação II",4,6.4
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411170,"Teoria dos Grafos",2,7.1
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411181,"Laboratório de Programação II",4,7.1
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1108090,"Fundamentos de Física Moderna",4,8.2
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1109049,"Álgebra Linear I",4,5.7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411171,"Teoria da Computação",4,7.6
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411172,"Estrutura de Dados e Algoritmos",4,6.5
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411176,"Gerência da Informação",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,8.8
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1114107,"Probabilidade e Estatistica",4,2.8
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411169,"Paradigmas de Ling. de Programação",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411173,"Lógica Matemática",4,5.8
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411175,"Org. e Arquitetura de Computadores I",4,7.4
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411178,"Sistemas de Informação I",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,7.8
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1114107,"Probabilidade e Estatistica",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411190,"Redes de Computadores",4,5.4
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411193,"Banco de Dados I",4,6.6
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1305219,"Direito e Cidadania",4,9.7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1114114,"Métodos Estatisticos",4,5.5
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411177,"Engenharia de Software I",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411187,"Análise e Técnica de Algoritmos",4,7.3
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411195,"Sistemas de Informação II",4,5
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1305218,"Métodologia Científica",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411183,"Laboratório de Engenharia de Software",2,7.7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411188,"Métodos e Software Numéricos",4,6.6
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411191,"Interconexão de Redes de Computadores",4,7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1305220,"Informática e Sociedade",2,8
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411185,"Projeto em Computação I",4,6.6
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411189,"Compiladores",4,7.7
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,8.6
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411186,"Projeto em Computação II",6,7.6
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411192,"Sistemas Operacionais",4,6.2
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411196,"Inteligência Artificial I",4,7.8
"066a1b8f51616bc9f7cf392aec12df2c",2014,1,1411194,"Banco de Dados II",4,7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411176,"Gerência da Informação",4,8.7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1305219,"Direito e Cidadania",4,7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1305220,"Informática e Sociedade",2,8.5
"1298de387b2af5489ce432fe854ae0f7",2014,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,5
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411174,"Introdução à Computação",4,7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1307151,"Leitura e Produção de Textos",4,8.3
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411180,"Laboratório de Programação I",4,7.4
"1298de387b2af5489ce432fe854ae0f7",2014,2,1305218,"Métodologia Científica",4,9
"1298de387b2af5489ce432fe854ae0f7",2014,2,1109103,"Cálculo Diferencial e Integral I",4,3.9
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411167,"Programação I",4,8.1
"1298de387b2af5489ce432fe854ae0f7",2014,2,1109103,"Cálculo Diferencial e Integral I",4,7.3
"1298de387b2af5489ce432fe854ae0f7",2014,2,1109113,"Matemática Discreta",4,5.9
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411168,"Programação II",4,7.3
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411170,"Teoria dos Grafos",2,5.6
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411181,"Laboratório de Programação II",4,7.1
"1298de387b2af5489ce432fe854ae0f7",2014,2,1108089,"Fundamentos de Física Clássica",4,5
"1298de387b2af5489ce432fe854ae0f7",2014,2,1109053,"Cálculo Diferencial e Integral II",4,5
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411171,"Teoria da Computação",4,6.2
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,1.6
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.3
"1298de387b2af5489ce432fe854ae0f7",2014,2,1108090,"Fundamentos de Física Moderna",4,9.4
"1298de387b2af5489ce432fe854ae0f7",2014,2,1114107,"Probabilidade e Estatistica",4,5.7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,5.9
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411178,"Sistemas de Informação I",4,7.9
"1298de387b2af5489ce432fe854ae0f7",2014,2,1114114,"Métodos Estatisticos",4,3.3
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411169,"Paradigmas de Ling. de Programação",4,8.1
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411173,"Lógica Matemática",4,7.4
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,7.4
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1114114,"Métodos Estatisticos",4,8.6
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411177,"Engenharia de Software I",4,8.7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411190,"Redes de Computadores",4,5
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411195,"Sistemas de Informação II",4,5
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411193,"Banco de Dados I",4,4
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411183,"Laboratório de Engenharia de Software",2,7.9
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411187,"Análise e Técnica de Algoritmos",4,8
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411192,"Sistemas Operacionais",4,8.1
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411185,"Projeto em Computação I",4,8.9
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411189,"Compiladores",4,6.2
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411191,"Interconexão de Redes de Computadores",4,7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411193,"Banco de Dados I",4,7.5
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,NA
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411186,"Projeto em Computação II",6,NA
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411196,"Inteligência Artificial I",4,NA
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411186,"Projeto em Computação II",6,NA
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411188,"Métodos e Software Numéricos",4,NA
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411194,"Banco de Dados II",4,NA
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411196,"Inteligência Artificial I",4,NA
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,NA
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411188,"Métodos e Software Numéricos",4,6.5
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411186,"Projeto em Computação II",6,7.7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411194,"Banco de Dados II",4,5
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411196,"Inteligência Artificial I",4,8.7
"1298de387b2af5489ce432fe854ae0f7",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,8.6
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1108089,"Fundamentos de Física Clássica",4,8.9
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1109053,"Cálculo Diferencial e Integral II",4,6.8
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411167,"Programação I",4,8.2
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411174,"Introdução à Computação",4,7.5
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411180,"Laboratório de Programação I",4,7.6
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1307151,"Leitura e Produção de Textos",4,8
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1109103,"Cálculo Diferencial e Integral I",4,9.2
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,10
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1109049,"Álgebra Linear I",4,7.9
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1114107,"Probabilidade e Estatistica",4,6
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1109113,"Matemática Discreta",4,6.6
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411168,"Programação II",4,8.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411170,"Teoria dos Grafos",2,5.9
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411181,"Laboratório de Programação II",4,8.6
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1108090,"Fundamentos de Física Moderna",4,9
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411171,"Teoria da Computação",4,6.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411172,"Estrutura de Dados e Algoritmos",4,7.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411176,"Gerência da Informação",4,7.5
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,8.9
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1114114,"Métodos Estatisticos",4,8.1
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411169,"Paradigmas de Ling. de Programação",4,8.5
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411173,"Lógica Matemática",4,8.5
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411175,"Org. e Arquitetura de Computadores I",4,6.6
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411177,"Engenharia de Software I",4,8.1
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411178,"Sistemas de Informação I",4,9.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411187,"Análise e Técnica de Algoritmos",4,5.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411189,"Compiladores",4,0
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411190,"Redes de Computadores",4,7.6
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411193,"Banco de Dados I",4,8.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411195,"Sistemas de Informação II",4,6.5
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411183,"Laboratório de Engenharia de Software",2,9.6
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411192,"Sistemas Operacionais",4,7.5
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411194,"Banco de Dados II",4,6.8
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1305218,"Métodologia Científica",4,7.5
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,7.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411189,"Compiladores",4,6.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411191,"Interconexão de Redes de Computadores",4,7.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411196,"Inteligência Artificial I",4,8.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1305219,"Direito e Cidadania",4,9.8
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1305220,"Informática e Sociedade",2,8.8
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411185,"Projeto em Computação I",4,8.3
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411188,"Métodos e Software Numéricos",4,9.4
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.6
"f6b5ed2f758f6f8af2837075ae62e179",2014,1,1411186,"Projeto em Computação II",6,8.9
"aa153d763625a7eca0445f18025c9660",2014,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.6
"aa153d763625a7eca0445f18025c9660",2014,2,1109103,"Cálculo Diferencial e Integral I",4,7
"aa153d763625a7eca0445f18025c9660",2014,2,1411167,"Programação I",4,8.3
"aa153d763625a7eca0445f18025c9660",2014,2,1411174,"Introdução à Computação",4,7.6
"aa153d763625a7eca0445f18025c9660",2014,2,1411180,"Laboratório de Programação I",4,7.8
"aa153d763625a7eca0445f18025c9660",2014,2,1307151,"Leitura e Produção de Textos",4,7
"aa153d763625a7eca0445f18025c9660",2014,2,1411168,"Programação II",4,9.1
"aa153d763625a7eca0445f18025c9660",2014,2,1108089,"Fundamentos de Física Clássica",4,5
"aa153d763625a7eca0445f18025c9660",2014,2,1109053,"Cálculo Diferencial e Integral II",4,4
"aa153d763625a7eca0445f18025c9660",2014,2,1109113,"Matemática Discreta",4,5.2
"aa153d763625a7eca0445f18025c9660",2014,2,1411170,"Teoria dos Grafos",2,7.9
"aa153d763625a7eca0445f18025c9660",2014,2,1411181,"Laboratório de Programação II",4,9.4
"aa153d763625a7eca0445f18025c9660",2014,2,1109049,"Álgebra Linear I",4,5
"aa153d763625a7eca0445f18025c9660",2014,2,1109053,"Cálculo Diferencial e Integral II",4,6.2
"aa153d763625a7eca0445f18025c9660",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,6.9
"aa153d763625a7eca0445f18025c9660",2014,2,1411176,"Gerência da Informação",4,7.8
"aa153d763625a7eca0445f18025c9660",2014,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,9.3
"aa153d763625a7eca0445f18025c9660",2014,2,1305220,"Informática e Sociedade",2,8.7
"aa153d763625a7eca0445f18025c9660",2014,2,1108090,"Fundamentos de Física Moderna",4,9.2
"aa153d763625a7eca0445f18025c9660",2014,2,1114107,"Probabilidade e Estatistica",4,5.4
"aa153d763625a7eca0445f18025c9660",2014,2,1411178,"Sistemas de Informação I",4,8.9
"aa153d763625a7eca0445f18025c9660",2014,2,1411171,"Teoria da Computação",4,8
"aa153d763625a7eca0445f18025c9660",2014,2,1114114,"Métodos Estatisticos",4,7.4
"aa153d763625a7eca0445f18025c9660",2014,2,1411169,"Paradigmas de Ling. de Programação",4,8.4
"aa153d763625a7eca0445f18025c9660",2014,2,1411173,"Lógica Matemática",4,7.2
"aa153d763625a7eca0445f18025c9660",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,8.4
"aa153d763625a7eca0445f18025c9660",2014,2,1411177,"Engenharia de Software I",4,9.5
"aa153d763625a7eca0445f18025c9660",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.7
"aa153d763625a7eca0445f18025c9660",2014,2,1411193,"Banco de Dados I",4,7
"aa153d763625a7eca0445f18025c9660",2014,2,1411183,"Laboratório de Engenharia de Software",2,8.1
"aa153d763625a7eca0445f18025c9660",2014,2,1411187,"Análise e Técnica de Algoritmos",4,8.2
"aa153d763625a7eca0445f18025c9660",2014,2,1411195,"Sistemas de Informação II",4,5.6
"aa153d763625a7eca0445f18025c9660",2014,2,1305219,"Direito e Cidadania",4,9.3
"aa153d763625a7eca0445f18025c9660",2014,2,1411189,"Compiladores",4,7.2
"aa153d763625a7eca0445f18025c9660",2014,2,1411190,"Redes de Computadores",4,7.9
"aa153d763625a7eca0445f18025c9660",2014,2,1411192,"Sistemas Operacionais",4,6.1
"aa153d763625a7eca0445f18025c9660",2014,2,1411196,"Inteligência Artificial I",4,8.9
"aa153d763625a7eca0445f18025c9660",2014,2,1305218,"Métodologia Científica",4,9.6
"aa153d763625a7eca0445f18025c9660",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7
"aa153d763625a7eca0445f18025c9660",2014,2,1411191,"Interconexão de Redes de Computadores",4,7
"aa153d763625a7eca0445f18025c9660",2014,2,1411194,"Banco de Dados II",4,6
"aa153d763625a7eca0445f18025c9660",2014,2,1411185,"Projeto em Computação I",4,9.3
"aa153d763625a7eca0445f18025c9660",2014,2,1411186,"Projeto em Computação II",6,10
"aa153d763625a7eca0445f18025c9660",2014,2,1411188,"Métodos e Software Numéricos",4,6.4
"aa153d763625a7eca0445f18025c9660",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.8
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1109103,"Cálculo Diferencial e Integral I",4,3
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411167,"Programação I",4,8.5
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411174,"Introdução à Computação",4,8.4
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1307151,"Leitura e Produção de Textos",4,7.3
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411180,"Laboratório de Programação I",4,8.9
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1109103,"Cálculo Diferencial e Integral I",4,7
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1108089,"Fundamentos de Física Clássica",4,7.3
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1109053,"Cálculo Diferencial e Integral II",4,4.4
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1109113,"Matemática Discreta",4,6.4
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411168,"Programação II",4,8.2
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411170,"Teoria dos Grafos",2,7.3
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411181,"Laboratório de Programação II",4,8.2
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1109049,"Álgebra Linear I",4,5.5
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1109053,"Cálculo Diferencial e Integral II",4,6.4
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411171,"Teoria da Computação",4,7
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,7.1
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411176,"Gerência da Informação",4,7.8
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.4
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1108090,"Fundamentos de Física Moderna",4,8.8
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1114107,"Probabilidade e Estatistica",4,2.8
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411169,"Paradigmas de Ling. de Programação",4,7.1
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411173,"Lógica Matemática",4,7
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411178,"Sistemas de Informação I",4,8
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1305219,"Direito e Cidadania",4,9.5
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1305220,"Informática e Sociedade",2,9.5
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1114107,"Probabilidade e Estatistica",4,5.4
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,8.2
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,9.1
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411187,"Análise e Técnica de Algoritmos",4,7.8
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411193,"Banco de Dados I",4,7
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1114114,"Métodos Estatisticos",4,7.4
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411177,"Engenharia de Software I",4,9.6
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411195,"Sistemas de Informação II",4,7.5
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411183,"Laboratório de Engenharia de Software",2,9
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411189,"Compiladores",4,7.2
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411192,"Sistemas Operacionais",4,7.2
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1305218,"Métodologia Científica",4,9.2
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411188,"Métodos e Software Numéricos",4,7
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411190,"Redes de Computadores",4,7.5
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.3
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411185,"Projeto em Computação I",4,8.8
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,8.8
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411186,"Projeto em Computação II",6,9.5
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411191,"Interconexão de Redes de Computadores",4,8.8
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411194,"Banco de Dados II",4,7.9
"c30277c5649769fee3ffdba05ca3e8eb",2014,2,1411196,"Inteligência Artificial I",4,7.7
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.2
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1109103,"Cálculo Diferencial e Integral I",4,2
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411167,"Programação I",4,8.1
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1307151,"Leitura e Produção de Textos",4,8
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1109103,"Cálculo Diferencial e Integral I",4,7.7
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411180,"Laboratório de Programação I",4,8.5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411174,"Introdução à Computação",4,7.1
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1108089,"Fundamentos de Física Clássica",4,5.5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1109053,"Cálculo Diferencial e Integral II",4,5.3
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1109113,"Matemática Discreta",4,5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411168,"Programação II",4,8.4
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411170,"Teoria dos Grafos",2,7.8
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411181,"Laboratório de Programação II",4,7.9
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1108090,"Fundamentos de Física Moderna",4,8.3
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1114107,"Probabilidade e Estatistica",4,3.2
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,7.3
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411176,"Gerência da Informação",4,5
